State,City,Population
New-York,Mineville,1269
New-York,Minisink,4490
New-York,Minoa,3529
New-York,Mohawk,2670
New-York,Moira,2934
New-York,Monroe,8562
New-York,Monsey,18412
New-York,Montauk,3326
New-York,Montebello,4646
New-York,Montezuma,1277
New-York,Montgomery,4617
New-York,Monticello,6651
New-York,Montour Falls,1694
New-York,Montour,2308
New-York,Montrose,2731
New-York,Mooers,442
New-York,Moravia,1251
New-York,Moreau,14728
New-York,Moriah,4798
New-York,Moriches,2838
New-York,Morrisonville,1545
New-York,Morristown,389
New-York,Morrisville,1819
New-York,Morris,571
New-York,Mount Hope,7018
New-York,Mount Ivy,6878
New-York,Mount Kisco,11103
New-York,Mount Morris,2905
New-York,Mount Pleasant,43724
New-York,Mount Sinai,12118
New-York,Mount Vernon,68458
New-York,Mountain Lodge Park,1588
New-York,Munnsville,472
New-York,Munsey Park,2715
New-York,Munsons Corners,2728
New-York,Murray,4988
New-York,Muttontown,3657
New-York,Myers Corner,6790
New-York,Nanticoke,1672
New-York,Nanuet,17882
New-York,Napanoch,1174
New-York,Naples,1025
New-York,Napoli,1248
New-York,Narrowsburg,431
New-York,Nassau,1123
New-York,Natural Bridge,365
New-York,Nedrow,2244
New-York,Nelliston,579
New-York,Nelsonville,625
New-York,Nelson,1980
New-York,Nesconset,13387
New-York,Neversink,3557
New-York,New Albion,1972
New-York,New Baltimore,3370
New-York,New Berlin,990
New-York,New Bremen,2706
New-York,New Cassel,14059
New-York,New Castle,17569
New-York,New City,33559
New-York,New Hartford,1848
New-York,New Haven,2856
New-York,New Hempstead,5306
New-York,New Hudson,781
New-York,New Hyde Park,9799
New-York,New Lebanon,2305
New-York,New Lisbon,1114
New-York,New Paltz,6966
New-York,New Rochelle,79637
New-York,New Scotland,8648
New-York,New Square,7691
New-York,New Suffolk,349
New-York,New Windsor,8922
New-York,New York Mills,3307
New-York,New York,8491079
New-York,Newark Valley,964
New-York,Newark,8902
New-York,Newburgh,28358
New-York,Newcomb,436
New-York,Newfane,3822
New-York,Newfield Hamlet,759
New-York,Newfield,5179
New-York,Newport,627
New-York,Newstead,8594
New-York,Niagara Falls,49219
New-York,Niagara,8378
New-York,Nichols,491
New-York,Niles,1194
New-York,Niskayuna,4859
New-York,Nissequogue,1761
New-York,Niverville,1662
New-York,Norfolk,1327
New-York,North Amityville,17862
New-York,North Babylon,17509
New-York,North Ballston Spa,1338
New-York,North Bay Shore,18944
New-York,North Bellmore,19941
New-York,North Bellport,11545
New-York,North Boston,2521
New-York,North Castle,11841
New-York,North Collins,1228
New-York,North Creek,616
New-York,North Dansville,5538
New-York,North East,3031
New-York,North Elba,8957
New-York,North Gates,9512
New-York,North Great River,4001
New-York,North Greenbush,12075
New-York,North Harmony,2267
New-York,North Haven,864
New-York,North Hempstead,226322
New-York,North Hills,5167
New-York,North Hornell,775
New-York,North Hudson,240
New-York,North Lindenhurst,11652
New-York,North Lynbrook,793
New-York,North Massapequa,17886
New-York,North Merrick,12272
New-York,North New Hyde Park,14899
New-York,North Norwich,1783
New-York,North Patchogue,7246
New-York,North Rose,636
New-York,North Salem,5104
New-York,North Sea,4458
New-York,North Syracuse,6882
New-York,North Tonawanda,30929
New-York,North Valley Stream,16628
New-York,North Wantagh,11960
New-York,Northampton,570
New-York,Northeast Ithaca,2641
New-York,Northport,7411
New-York,Northumberland,5087
New-York,Northville,1073
New-York,Northwest Harbor,3317
New-York,Northwest Ithaca,1413
New-York,Norway,762
New-York,Norwich,7009
New-York,Norwood,1627
New-York,Noyack,3568
New-York,Nunda,1331
New-York,Nyack,7002
New-York,Oak Beach-Captree,286
New-York,Oakdale,7974
New-York,Oakfield,1770
New-York,Oceanside,32109
New-York,Odessa,578
New-York,Ogdensburg,10895
New-York,Ogden,19856
New-York,Ohio,1002
New-York,Olcott,1241
New-York,Old Bethpage,5523
New-York,Old Brookville,2196
New-York,Old Field,917
New-York,Old Forge,756
New-York,Old Westbury,4613
New-York,Olean,14043
New-York,Olive,4419
New-York,Oneida Castle,620
New-York,Oneida,11192
New-York,Oneonta,13838
New-York,Onondaga,23101
New-York,Ontario,10136
New-York,Oppenheim,1924
New-York,Orange Lake,6982
New-York,Orangeburg,4568
New-York,Orangetown,49212
New-York,Orangeville,1355
New-York,Orange,1609
New-York,Orchard Park,3219
New-York,Orient,743
New-York,Oriskany Falls,720
New-York,Oriskany,1378
New-York,Orleans,2789
New-York,Orwell,1167
New-York,Osceola,229
New-York,Ossian,789
New-York,Ossining,25359
New-York,Oswegatchie,4397
New-York,Oswego,17988
New-York,Otego,984
New-York,Otisco,2541
New-York,Otisville,1049
New-York,Otsego,3900
New-York,Otselic,1054
New-York,Otto,808
New-York,Ovid,626
New-York,Owasco,3793
New-York,Owego,3774
New-York,Oxford,1425
New-York,Oyster Bay Cove,2245
New-York,Oyster Bay,6707
New-York,Painted Post,2016
New-York,Palatine Bridge,762
New-York,Palatine,3240
New-York,Palenville,1037
New-York,Palermo,3664
New-York,Palmyra,3436
New-York,Pamelia Center,264
New-York,Pamelia,3160
New-York,Panama,462
New-York,Parc,254
New-York,Parishville,2153
New-York,Parish,441
New-York,Paris,4411
New-York,Parma,15633
New-York,Patchogue,12364
New-York,Pattersonville-Rotterdam Junction,941
New-York,Patterson,12023
New-York,Paul Smiths,671
New-York,Pavilion,2495
New-York,Pawling,2309
New-York,Peach Lake,1629
New-York,Pearl River,15876
New-York,Peconic,683
New-York,Peekskill,24058
New-York,Pelham Manor,5582
New-York,Pelham,7025
New-York,Pembroke,4292
New-York,Pendleton,6397
New-York,Penfield,36242
New-York,Penn Yan,5061
New-York,Perinton,46462
New-York,Perrysburg,394
New-York,Perry,3542
New-York,Persia,2404
New-York,Perth,3646
New-York,Peru,1591
New-York,Petersburgh,1525
New-York,Pharsalia,593
New-York,Phelps,1958
New-York,Philadelphia,1246
New-York,Philipstown,9662
New-York,Philmont,1331
New-York,Phoenicia,309
New-York,Phoenix,2332
New-York,Piercefield,310
New-York,Piermont,2571
New-York,Pierrepont Manor,228
New-York,Pierrepont,2589
New-York,Piffard,220
New-York,Pike,371
New-York,Pinckney,329
New-York,Pine Bush,1780
New-York,Pine Hill,275
New-York,Pine Plains,1353
New-York,Pine Valley,813
New-York,Pitcairn,846
New-York,Pitcher,803
New-York,Pittsfield,1366
New-York,Pittsford,1349
New-York,Pittstown,5735
New-York,Plainedge,8817
New-York,Plainfield,915
New-York,Plainview,26217
New-York,Plandome Heights,1026
New-York,Plandome Manor,875
New-York,Plandome,1383
New-York,Plattekill,1260
New-York,Plattsburgh West,1364
New-York,Plattsburgh,19740
New-York,Pleasant Valley,1145
New-York,Pleasantville,7154
New-York,Plymouth,1804
New-York,Poestenkill,1061
New-York,Point Lookout,1219
New-York,Poland,504
New-York,Pomfret,14965
New-York,Pomona,3205
New-York,Pompey,7080
New-York,Poquott,950
New-York,Port Byron,1259
New-York,Port Chester,29522
New-York,Port Dickinson,1603
New-York,Port Ewen,3546
New-York,Port Gibson,453
New-York,Port Henry,1154
New-York,Port Jefferson Station,7838
New-York,Port Jefferson,7835
New-York,Port Jervis,8638
New-York,Port Leyden,673
New-York,Port Washington North,3203
New-York,Port Washington,15846
New-York,Portage,884
New-York,Porter,6771
New-York,Portland,4827
New-York,Portville,989
New-York,Potsdam,9617
New-York,Pottersville,424
New-York,Potter,1865
New-York,Poughkeepsie,30513
New-York,Pound Ridge,5104
New-York,Prattsburgh,2085
New-York,Prattsville,700
New-York,Preble,1393
New-York,Preston-Potter Hollow,366
New-York,Preston,1044
New-York,Princetown,2115
New-York,Prospect,290
New-York,Providence,1995
New-York,Pulaski,2329
New-York,Pulteney,1285
New-York,Pultneyville,698
New-York,Putnam Lake,3844
New-York,Putnam Valley,11809
New-York,Putnam,609
New-York,Queensbury,27901
New-York,Queens,2277251
New-York,Quioque,816
New-York,Quogue,986
New-York,Ramapo,126595
New-York,Randolph,1273
New-York,Ransomville,1419
New-York,Rapids,1636
New-York,Rathbone,1126
New-York,Ravena,3274
New-York,Reading,1707
New-York,Red Creek,519
New-York,Red Hook,1977
New-York,Red Oaks Mill,3613
New-York,Redfield,550
New-York,Redford,477
New-York,Redwood,605
New-York,Remsenburg-Speonk,2642
New-York,Remsen,499
New-York,Rensselaer Falls,329
New-York,Rensselaerville,1843
New-York,Rensselaer,9471
New-York,Retsof,340
New-York,Rhinebeck,2629
New-York,Rhinecliff,425
New-York,Richburg,443
New-York,Richfield Springs,1238
New-York,Richfield,2388
New-York,Richford,1172
New-York,Richland,5718
New-York,Richmondville,881
New-York,Richmond,3361
New-York,Richville,322
New-York,Ridgeway,6780
New-York,Ridge,13336
New-York,Rifton,456
New-York,Riga,5590
New-York,Ripley,872
New-York,Riverhead,13299
New-York,Riverside,489
New-York,Rochester,209983
New-York,Rock Hill,1742
New-York,Rockland,3775
New-York,Rockville Centre,24191
New-York,Rocky Point,14014
New-York,Rodman,1176
New-York,Rome,32645
New-York,Romulus,4316
New-York,Ronkonkoma,19082
New-York,Roosevelt,16258
New-York,Root,1715
New-York,Roscoe,541
New-York,Roseboom,711
New-York,Rosendale Village,1349
New-York,Rosendale,6075
New-York,Rose,2369
New-York,Roslyn Estates,1264
New-York,Roslyn Harbor,1075
New-York,Roslyn Heights,6577
New-York,Roslyn,2810
New-York,Rossie,877
New-York,Rotterdam,20652
New-York,Round Lake,614
New-York,Rouses Point,2183
New-York,Roxbury,2502
New-York,Royalton,7660
New-York,Rushford,1150
New-York,Rushville,666
New-York,Rush,3478
New-York,Russell Gardens,951
New-York,Russell,1856
New-York,Russia,2587
New-York,Rutland,3060
New-York,Rye Brook,9553
New-York,Rye,16000
New-York,SUNY Oswego,3676
New-York,Sackets Harbor,1500
New-York,Saddle Rock Estates,466
New-York,Saddle Rock,866
New-York,Sag Harbor,2268
New-York,Sagaponack,323
New-York,Salamanca,5652
New-York,Salem,934
New-York,Salina,33710
New-York,Salisbury Mills,536
New-York,Salisbury,12093
New-York,Sanborn,1645
New-York,Sand Lake,8530
New-York,Sand Ridge,849
New-York,Sands Point,2739
New-York,Sandy Creek,751
New-York,Sanford,2407
New-York,Sangerfield,2561
New-York,Santa Clara,345
New-York,Saranac Lake,5318
New-York,Saranac,4007
New-York,Saratoga Springs,27436
New-York,Saratoga,5674
New-York,Sardinia,2775
New-York,Saugerties South,2218
New-York,Saugerties,3900
New-York,Savannah,1730
New-York,Savona,816
New-York,Sayville,16853
New-York,Scarsdale,17729
New-York,Schaghticoke,587
New-York,Schenectady,65936
New-York,Schenevus,551
New-York,Schodack,12794
New-York,Schoharie,848
New-York,Schroeppel,8501
New-York,Schroon Lake,833
New-York,Schroon,1654
New-York,Schuyler Falls,5181
New-York,Schuylerville,1376
New-York,Schuyler,3420
New-York,Scio,1833
New-York,Scipio,1713
New-York,Scotchtown,9212
New-York,Scotia,7803
New-York,Scotts Corners,711
New-York,Scottsville,1974
New-York,Scott,1176
New-York,Scriba,6840
New-York,Sea Cliff,5024
New-York,Seaford,15294
New-York,Searingtown,4915
New-York,Selden,19851
New-York,Sempronius,895
New-York,Seneca Falls,6677
New-York,Seneca Knolls,2011
New-York,Seneca,2721
New-York,Sennett,3595
New-York,Setauket-East Setauket,15477
New-York,Seward,1763
New-York,Shandaken,3085
New-York,Sharon Springs,534
New-York,Sharon,1846
New-York,Shawangunk,14332
New-York,Shelby,5319
New-York,Sheldon,2409
New-York,Shelter Island Heights,1048
New-York,Shelter Island,1333
New-York,Shenorock,1898
New-York,Sherburne,1345
New-York,Sheridan,2673
New-York,Sherman,709
New-York,Sherrill,3076
New-York,Shinnecock Hills,2188
New-York,Shirley,27854
New-York,Shokan,1183
New-York,Shoreham,535
New-York,Shortsville,1437
New-York,Shrub Oak,2011
New-York,Sidney,3818
New-York,Silver Creek,2574
New-York,Silver Springs,756
New-York,Sinclairville,572
New-York,Skaneateles,2459
New-York,Sleepy Hollow,10208
New-York,Sloan,3619
New-York,Sloatsburg,3133
New-York,Smallwood,580
New-York,Smithfield,1288
New-York,Smithtown,26470
New-York,Smithville Flats,351
New-York,Smithville,1330
New-York,Smyrna,208
New-York,Sodus Point,879
New-York,Sodus,1767
New-York,Solon,1079
New-York,Solvay,6455
New-York,Somerset,2662
New-York,Somers,20434
New-York,Sound Beach,7612
New-York,South Blooming Grove,3189
New-York,South Bristol,1590
New-York,South Corning,1130
New-York,South Dayton,601
New-York,South Fallsburg,2870
New-York,South Farmingdale,14486
New-York,South Floral Park,1783
New-York,South Glens Falls,3580
New-York,South Hempstead,3243
New-York,South Hill,6673
New-York,South Huntington,9422
New-York,South Lima,240
New-York,South Lockport,8324
New-York,South Nyack,3577
New-York,South Valley Stream,5962
New-York,South Valley,264
New-York,Southampton,3205
New-York,Southeast,18404
New-York,Southold,5748
New-York,Southport,7238
New-York,Spackenkill,4123
New-York,Spafford,1686
New-York,Sparkill,1565
New-York,Sparta,1624
New-York,Speculator,317
New-York,Spencerport,3615
New-York,Spencer,734
New-York,Spring Valley,32510
New-York,Springfield,1358
New-York,Springport,2367
New-York,Springs,6592
New-York,Springville,4360
New-York,Springwater Hamlet,549
New-York,Springwater,2439
New-York,St. Armand,1548
New-York,St. Bonaventure,2044
New-York,St. James,13338
New-York,St. Johnsville,1688
New-York,St. Regis Falls,464
New-York,Staatsburg,377
New-York,Stafford,2459
New-York,Stamford,1090
New-York,Stanford,3823
New-York,Stannards,798
New-York,Star Lake,809
New-York,Starkey,3573
New-York,Stark,757
New-York,Staten Island,481026
New-York,Stephentown,2903
New-York,Sterling,3040
New-York,Steuben,1100
New-York,Stewart Manor,1914
New-York,Stillwater,1724
New-York,Stockbridge,2103
New-York,Stockholm,3665
New-York,Stockport,2815
New-York,Stockton,2248
New-York,Stone Ridge,1173
New-York,Stony Brook University,9216
New-York,Stony Brook,13740
New-York,Stony Creek,767
New-York,Stony Point,12147
New-York,Stottville,1375
New-York,Stratford,610
New-York,Strykersville,647
New-York,Stuyvesant,2027
New-York,Suffern,10991
New-York,Sullivan,15339
New-York,Summerhill,1217
New-York,Summit,1148
New-York,Sunset Bay,660
New-York,Sweden,14175
New-York,Sylvan Beach,894
New-York,Syosset,18829
New-York,Syracuse,144263
New-York,Taghkanic,1310
New-York,Tannersville,517
New-York,Tappan,6613
New-York,Tarrytown,11537
New-York,Taylor,523
New-York,Terryville,11849
New-York,Theresa,863
New-York,Thiells,5032
New-York,Thomaston,2640
New-York,Thompson,15308
New-York,Thornwood,3759
New-York,Three Mile Bay,227
New-York,Throop,1990
New-York,Thurman,1219
New-York,Thurston,1350
New-York,Ticonderoga,5042
New-York,Tillson,1586
New-York,Tioga,4871
New-York,Titusville,811
New-York,Tivoli,1105
New-York,Tompkins,1247
New-York,Tonawanda,14976
New-York,Torrey,1282
New-York,Town Line,2367
New-York,Trenton,4498
New-York,Triangle,2946
New-York,Tribes Hill,1003
New-York,Troupsburg,1291
New-York,Troy,49910
New-York,Trumansburg,1829
New-York,Truxton,1133
New-York,Tuckahoe,6623
New-York,Tully,870
New-York,Tupper Lake,3619
New-York,Turin,233
New-York,Tuscarora,1473
New-York,Tusten,1515
New-York,Tuxedo Park,610
New-York,Tuxedo,3624
New-York,Tyre,981
New-York,Tyrone,1597
New-York,Ulster,12327
New-York,Ulysses,4900
New-York,Unadilla,1100
New-York,Union Springs,1188
New-York,Union Vale,4877
New-York,Uniondale,24759
New-York,Unionville,596
New-York,Union,56346
New-York,University Gardens,4226
New-York,University at Buffalo,6066
New-York,Upper Brookville,1742
New-York,Upper Nyack,2149
New-York,Urbana,2343
New-York,Utica,61332
New-York,Vails Gate,3369
New-York,Valatie,1914
New-York,Valhalla,3162
New-York,Valley Cottage,9107
New-York,Valley Falls,459
New-York,Valley Stream,37832
New-York,Van Buren,13185
New-York,Van Etten,526
New-York,Varick,1857
New-York,Venice,1368
New-York,Vernon,1160
New-York,Verona,6293
New-York,Verplanck,1729
New-York,Vestal,28043
New-York,Veteran,3313
New-York,Victory,591
New-York,Victor,2837
New-York,Vienna,5440
New-York,Village Green,3891
New-York,Village of the Branch,1814
New-York,Villenova,1110
New-York,Viola,6868
New-York,Virgil,2401
New-York,Volney,5926
New-York,Voorheesville,2837
New-York,Waddington,969
New-York,Wading River,7719
New-York,Wainscott,650
New-York,Walden,6855
New-York,Wales,3005
New-York,Walker Valley,853
New-York,Wallkill,2288
New-York,Walton Park,2669
New-York,Walton,2976
New-York,Walworth,9449
New-York,Wampsville,555
New-York,Wanakah,3199
New-York,Wantagh,18871
New-York,Wappingers Falls,5591
New-York,Wappinger,27048
New-York,Ward,368
New-York,Warrensburg,3103
New-York,Warren,1143
New-York,Warsaw,3383
New-York,Warwick,6785
New-York,Washington Heights,1689
New-York,Washington Mills,1183
New-York,Washingtonville,5794
New-York,Washington,4741
New-York,Watchtower,2381
New-York,Waterford,1966
New-York,Waterloo,5048
New-York,Watermill,1559
New-York,Watertown,27590
New-York,Waterville,1548
New-York,Watervliet,10233
New-York,Watkins Glen,1883
New-York,Watson,1881
New-York,Waverly,4300
New-York,Wawarsing,13157
New-York,Wawayanda,7266
New-York,Wayland,1834
New-York,Wayne,1041
New-York,Webb,1807
New-York,Webster,5577
New-York,Weedsport,1782
New-York,Wellsburg,564
New-York,Wellsville,4558
New-York,Wells,674
New-York,Wesley Hills,5905
New-York,West Almond,334
New-York,West Babylon,43213
New-York,West Bay Shore,4648
New-York,West Bloomfield,2466
New-York,West Carthage,2079
New-York,West Chazy,529
New-York,West Elmira,4967
New-York,West End,1940
New-York,West Glens Falls,7071
New-York,West Haverstraw,10417
New-York,West Hempstead,18862
New-York,West Hills,5592
New-York,West Hurley,1939
New-York,West Islip,28335
New-York,West Monroe,4252
New-York,West Nyack,3439
New-York,West Point,6763
New-York,West Sand Lake,2660
New-York,West Sayville,5011
New-York,West Seneca,44711
New-York,West Sparta,1255
New-York,West Turin,1524
New-York,West Union,312
New-York,West Valley,518
New-York,West Winfield,882
New-York,Westbury,15329
New-York,Westerlo,3361
New-York,Western,1951
New-York,Westfield,3134
New-York,Westford,868
New-York,Westhampton Beach,1763
New-York,Westhampton,3079
New-York,Westmere,7284
New-York,Westmoreland,6138
New-York,Weston Mills,1472
New-York,Westport,1312
New-York,Westvale,4963
New-York,Westville,1819
New-York,Wethersfield,883
New-York,Wheatfield,18117
New-York,Wheatland,4775
New-York,Wheatley Heights,5130
New-York,Wheeler,1260
New-York,White Creek,3356
New-York,White Plains,58035
New-York,Whitehall,2585
New-York,Whitesboro,3713
New-York,Whitestown,18667
New-York,Whitney Point,945
New-York,Willet,1043
New-York,Williamson,6984
New-York,Williamstown,1277
New-York,Williamsville,5283
New-York,Willing,1228
New-York,Williston Park,7327
New-York,Willsboro,2025
New-York,Wilmington,1253
New-York,Wilna,6427
New-York,Wilson,1239
New-York,Wilton,16173
New-York,Windham,367
New-York,Windsor,901
New-York,Winfield,2086
New-York,Winthrop,510
New-York,Wirt,1111
New-York,Witherbee,347
New-York,Wolcott,1652
New-York,Woodbury,8907
New-York,Woodhull,1719
New-York,Woodmere,17121
New-York,Woodridge,794
New-York,Woodsburgh,781
New-York,Woodstock,2088
New-York,Worcester,2220
New-York,Worth,231
New-York,Wright,1539
New-York,Wurtsboro,1195
New-York,Wyandanch,11647
New-York,Wynantskill,3276
New-York,Wyoming,430
New-York,Yaphank,5945
New-York,Yates,2559
New-York,Yonkers,200667
New-York,York Hamlet,544
New-York,Yorkshire,1180
New-York,Yorktown Heights,1781
New-York,Yorktown,36081
New-York,Yorkville,2649
New-York,York,3397
New-York,Youngstown,1896
New-York,Zena,1031
North-Carolina,Aberdeen,7131
North-Carolina,Advance,1138
North-Carolina,Ahoskie,4973
North-Carolina,Alamance,978
North-Carolina,Albemarle,15976
North-Carolina,Alliance,761
North-Carolina,Altamahaw-Ossipee,1096
North-Carolina,Altamahaw,347
North-Carolina,Andrews,1762
North-Carolina,Angier,4836
North-Carolina,Ansonville,606
North-Carolina,Apex,43907
North-Carolina,Aquadale,397
North-Carolina,Arapahoe,546
North-Carolina,Archdale,11539
North-Carolina,Archer Lodge,4594
North-Carolina,Arlington,816
North-Carolina,Asheboro,25886
North-Carolina,Asheville,87882
North-Carolina,Ashley Heights,380
North-Carolina,Askewville,231
North-Carolina,Atkinson,320
North-Carolina,Atlantic Beach,1506
North-Carolina,Atlantic,543
North-Carolina,Aulander,843
North-Carolina,Aurora,520
North-Carolina,Autryville,203
North-Carolina,Avery Creek,1950
North-Carolina,Avon,776
North-Carolina,Ayden,5059
North-Carolina,Badin,1976
North-Carolina,Bailey,567
North-Carolina,Bakersville,455
North-Carolina,Balfour,1187
North-Carolina,Banner Elk,1113
North-Carolina,Barker Heights,1254
North-Carolina,Barker Ten Mile,952
North-Carolina,Bath,249
North-Carolina,Bayboro,1252
North-Carolina,Bayshore,3393
North-Carolina,Bayview,346
North-Carolina,Beaufort,4195
North-Carolina,Beech Mountain,319
North-Carolina,Belhaven,1612
North-Carolina,Bell Arthur,466
North-Carolina,Belmont,10456
North-Carolina,Belville,2059
North-Carolina,Belvoir,307
North-Carolina,Belwood,934
North-Carolina,Bennett,282
North-Carolina,Benson,3536
North-Carolina,Bent Creek,1287
North-Carolina,Bermuda Run,2538
North-Carolina,Bessemer City,5484
North-Carolina,Bethania,342
North-Carolina,Bethel,1622
North-Carolina,Bethlehem,4214
North-Carolina,Beulaville,1342
North-Carolina,Biltmore Forest,1422
North-Carolina,Biscoe,1685
North-Carolina,Black Creek,765
North-Carolina,Black Mountain,8145
North-Carolina,Bladenboro,1733
North-Carolina,Blowing Rock,1233
North-Carolina,Boger City,629
North-Carolina,Bogue,701
North-Carolina,Boiling Spring Lakes,5689
North-Carolina,Boiling Springs,4588
North-Carolina,Bolton,677
North-Carolina,Bonnetsville,443
North-Carolina,Boone,18130
North-Carolina,Boonville,1212
North-Carolina,Bostic,379
North-Carolina,Brevard,7692
North-Carolina,Brices Creek,3073
North-Carolina,Bridgeton,447
North-Carolina,Broad Creek,2334
North-Carolina,Broadway,1264
North-Carolina,Brogden,2633
North-Carolina,Brookford,376
North-Carolina,Brunswick,1115
North-Carolina,Bryson City,1436
North-Carolina,Buies Creek,2942
North-Carolina,Bunnlevel,552
North-Carolina,Bunn,357
North-Carolina,Burgaw,4060
North-Carolina,Burlington,51812
North-Carolina,Burnsville,1673
North-Carolina,Butner,7718
North-Carolina,Butters,294
North-Carolina,Buxton,1273
North-Carolina,Cajah's Mountain,2757
North-Carolina,Calabash,2092
North-Carolina,Calypso,555
North-Carolina,Camden,599
North-Carolina,Cameron,292
North-Carolina,Candor,833
North-Carolina,Canton,4159
North-Carolina,Cape Carteret,2058
North-Carolina,Caroleen,652
North-Carolina,Carolina Beach,6042
North-Carolina,Carolina Shores,3609
North-Carolina,Carrboro,20984
North-Carolina,Carthage,2369
North-Carolina,Cary,155227
North-Carolina,Casar,295
North-Carolina,Castalia,264
North-Carolina,Castle Hayne,1202
North-Carolina,Caswell Beach,416
North-Carolina,Catawba,615
North-Carolina,Cedar Point,1305
North-Carolina,Cedar Rock,295
North-Carolina,Cerro Gordo,203
North-Carolina,Chadbourn,1801
North-Carolina,Chapel Hill,59376
North-Carolina,Charlotte,809958
North-Carolina,Cherokee,2138
North-Carolina,Cherryville,5906
North-Carolina,China Grove,4172
North-Carolina,Chocowinity,818
North-Carolina,Claremont,1360
North-Carolina,Clarkton,822
North-Carolina,Clayton,18445
North-Carolina,Clemmons,19522
North-Carolina,Cleveland,870
North-Carolina,Cliffside,611
North-Carolina,Clinton,8787
North-Carolina,Clyde,1235
North-Carolina,Coats,2376
North-Carolina,Cofield,402
North-Carolina,Coinjock,335
North-Carolina,Columbia,843
North-Carolina,Columbus,992
North-Carolina,Concord,85560
North-Carolina,Conetoe,284
North-Carolina,Connelly Springs,1635
North-Carolina,Conover,8215
North-Carolina,Conway,778
North-Carolina,Cooleemee,965
North-Carolina,Cordova,1775
North-Carolina,Cornelius,27481
North-Carolina,Cove City,401
North-Carolina,Cove Creek,1171
North-Carolina,Cramerton,4279
North-Carolina,Creedmoor,4373
North-Carolina,Creswell,265
North-Carolina,Cricket,1855
North-Carolina,Crossnore,202
North-Carolina,Cullowhee,6228
North-Carolina,Dallas,4570
North-Carolina,Dana,3329
North-Carolina,Davidson,11981
North-Carolina,Davis,422
North-Carolina,Deercroft,411
North-Carolina,Delco,348
North-Carolina,Delway,203
North-Carolina,Denton,1651
North-Carolina,Denver,2309
North-Carolina,Dillsboro,237
North-Carolina,Dobbins Heights,845
North-Carolina,Dobson,1577
North-Carolina,Dortches,932
North-Carolina,Dover,403
North-Carolina,Drexel,1866
North-Carolina,Dublin,335
North-Carolina,Duck,378
North-Carolina,Dunn,9710
North-Carolina,Durham,251893
North-Carolina,Earl,258
North-Carolina,East Arcadia,480
North-Carolina,East Bend,602
North-Carolina,East Flat Rock,4995
North-Carolina,East Laurinburg,290
North-Carolina,East Rockingham,3736
North-Carolina,East Spencer,1545
North-Carolina,Eastover,3687
North-Carolina,Edenton,4915
North-Carolina,Eden,15407
North-Carolina,Edneyville,2367
North-Carolina,Efland,734
North-Carolina,Elizabeth City,18047
North-Carolina,Elizabethtown,3608
North-Carolina,Elk Park,445
North-Carolina,Elkin,4001
North-Carolina,Ellenboro,858
North-Carolina,Ellerbe,1012
North-Carolina,Elm City,1345
North-Carolina,Elon College,7419
North-Carolina,Elon,9630
North-Carolina,Elrod,417
North-Carolina,Elroy,3869
North-Carolina,Emerald Isle,3717
North-Carolina,Enfield,2448
North-Carolina,Engelhard,445
North-Carolina,Enochville,2925
North-Carolina,Erwin,4614
North-Carolina,Etowah,6944
North-Carolina,Evergreen,420
North-Carolina,Fair Bluff,920
North-Carolina,Fairfield Harbour,2952
North-Carolina,Fairfield,258
North-Carolina,Fairmont,2700
North-Carolina,Fairplains,2120
North-Carolina,Fairview,2678
North-Carolina,Faison,992
North-Carolina,Faith,808
North-Carolina,Falcon,269
North-Carolina,Fallston,602
North-Carolina,Farmville,4771
North-Carolina,Fayetteville,203948
North-Carolina,Fearrington Village,2339
North-Carolina,Fearrington,1114
North-Carolina,Five Points,689
North-Carolina,Flat Rock,3264
North-Carolina,Fletcher,7487
North-Carolina,Forest City,7324
North-Carolina,Forest Hills,369
North-Carolina,Forest Oaks,3890
North-Carolina,Fort Bragg,29731
North-Carolina,Foscoe,1370
North-Carolina,Fountain,437
North-Carolina,Four Oaks,2030
North-Carolina,Foxfire,960
North-Carolina,Franklinton,2105
North-Carolina,Franklinville,1160
North-Carolina,Franklin,3900
North-Carolina,Fremont,1280
North-Carolina,Fruitland,2031
North-Carolina,Fuquay-Varina,22644
North-Carolina,Gamewell,3969
North-Carolina,Garland,635
North-Carolina,Garner,27814
North-Carolina,Garysburg,984
North-Carolina,Gastonia,73698
North-Carolina,Gaston,1076
North-Carolina,Gatesville,305
North-Carolina,Germanton,827
North-Carolina,Gerton,254
North-Carolina,Gibsonville,6697
North-Carolina,Gibson,522
North-Carolina,Glen Alpine,1499
North-Carolina,Glen Raven,2750
North-Carolina,Gloucester,537
North-Carolina,Goldsboro,35947
North-Carolina,Goldston,290
North-Carolina,Gorman,1011
North-Carolina,Graham,14479
North-Carolina,Granite Falls,4673
North-Carolina,Granite Quarry,2984
North-Carolina,Grantsboro,673
North-Carolina,Green Level,2135
North-Carolina,Greenevers,656
North-Carolina,Greensboro,282586
North-Carolina,Greenville,89852
North-Carolina,Grifton,2679
North-Carolina,Grimesland,446
North-Carolina,Grover,703
North-Carolina,Half Moon,8352
North-Carolina,Halifax,227
North-Carolina,Hallsboro,465
North-Carolina,Hamilton,386
North-Carolina,Hamlet,6513
North-Carolina,Hampstead,4083
North-Carolina,Harkers Island,1207
North-Carolina,Harmony,552
North-Carolina,Harrells,206
North-Carolina,Harrisburg,14132
