Zip Code,School Name,City,State,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Type
16146,pennsylvania state university penn state shenango,sharon,PA,31.0,8010.0,1170.0,0.9091,0.573754019293,14259.0,,26545.0,25000.0,60370.0,51200.0,Public
18627,pennsylvania state university penn state wilkes barre,dallas,PA,41.0,8483.0,1145.0,0.9453,0.573754019293,15775.0,,24604.0,25000.0,60370.0,51200.0,Public
18512,pennsylvania state university penn state scranton,dunmore,PA,21.0,9215.0,1190.0,0.9487,0.573754019293,18934.0,,27126.0,25000.0,60370.0,51200.0,Public
18034,pennsylvania state university penn state lehigh valley,center valley,PA,21.0,8065.0,1212.0,0.9421,0.573754019293,19324.0,,26918.0,25000.0,60370.0,51200.0,Public
16601,pennsylvania state university penn state altoona,altoona,PA,13.0,8804.0,1163.0,0.9731,0.573754019293,24704.0,,31725.0,25000.0,60370.0,51200.0,Public
15061,pennsylvania state university penn state beaver,monaca,PA,21.0,9300.0,1191.0,0.922,0.573754019293,18657.0,,27587.0,25000.0,60370.0,51200.0,Public
19610,pennsylvania state university penn state berks,reading,PA,21.0,9584.0,1219.0,0.9713,0.573754019293,24581.0,,31853.0,25000.0,60370.0,51200.0,Public
17057,pennsylvania state university penn state harrisburg,middletown,PA,21.0,10578.0,1218.0,0.9639,0.573754019293,23478.0,,32029.0,25000.0,60370.0,51200.0,Public
19063,pennsylvania state university penn state brandywine,media,PA,21.0,9205.0,1211.0,0.9533,0.573754019293,22518.0,,30201.0,25000.0,60370.0,51200.0,Public
15801,pennsylvania state university penn state dubois,dubois,PA,33.0,8567.0,1130.0,0.9252,0.573754019293,18192.0,,28775.0,25000.0,60370.0,51200.0,Public
15456,pennsylvania state university penn state fayette  eberly,lemont furnace,PA,41.0,8500.0,1160.0,0.9166,0.573754019293,19450.0,,26727.0,25000.0,60370.0,51200.0,Public
18202,pennsylvania state university penn state hazleton,hazleton,PA,23.0,9648.0,1200.0,0.9104,0.573754019293,20062.0,,29977.0,25000.0,60370.0,51200.0,Public
16802,pennsylvania state university main campus,university park,PA,13.0,12420.0,1316.0,0.5422,0.573754019293,32598.0,,39160.0,25000.0,60370.0,51200.0,Public
15132,pennsylvania state university penn state greater allegheny,mckeesport,PA,21.0,9300.0,1125.0,0.9466,0.573754019293,14721.0,,26295.0,25000.0,60370.0,51200.0,Public
17237,pennsylvania state university penn state mont alto,mont alto,PA,41.0,9033.0,1170.0,0.903,0.573754019293,19993.0,,28851.0,25000.0,60370.0,51200.0,Public
19001,pennsylvania state university penn state abington,abington,PA,21.0,8869.0,1179.0,0.9203,0.573754019293,17818.0,,27516.0,25000.0,60370.0,51200.0,Public
17972,pennsylvania state university penn state schuylkill,schuylkill haven,PA,31.0,8411.0,1060.0,0.9105,0.573754019293,21228.0,,29057.0,25000.0,60370.0,51200.0,Public
17403,pennsylvania state university penn state york,york,PA,22.0,9565.0,1170.0,0.922,0.573754019293,18922.0,,26812.0,25000.0,60370.0,51200.0,Public
19103,peirce college,philadelphia,PA,11.0,8198.0,,,0.200426439232,,12905.0,18260.0,31250.0,44368.0,44200.0,Private
15301,penn commercial business/technical school,washington,PA,21.0,4550.0,,0.7333,0.588235294118,,17147.0,22653.0,11638.0,27969.0,26500.0,Private
19007,pennco tech bristol,bristol,PA,21.0,5022.0,,,0.715568862275,,20710.0,,7917.0,41850.0,36800.0,Private
19102,pennsylvania academy of  fine arts,philadelphia,PA,11.0,5875.0,,0.875,0.45,,45022.0,64035.0,22309.0,30898.0,22900.0,Private
15202,pennsylvania gunsmith school,pittsburgh,PA,21.0,,,,,,30056.0,,,40358.0,,Private
19406,cortiva institute,king of prussia,PA,21.0,,,,0.781990521327,,32388.0,,8677.0,29827.0,29100.0,Private
17608,pennsylvania college of art and design,lancaster,PA,13.0,4581.0,,0.4594,0.609195402299,,29266.0,41394.0,27000.0,28843.0,30100.0,Private
19104,university of pennsylvania,philadelphia,PA,11.0,21073.0,1545.0,0.0587,0.795107033639,,31229.0,85738.0,15715.0,100118.0,107800.0,Private
19102,university of  arts,philadelphia,PA,11.0,7188.0,,0.782,0.665898617512,,44154.0,70834.0,27000.0,34466.0,33400.0,Private
19047,cairn university langhorne,langhorne,PA,21.0,6263.0,1154.0,0.8356,0.495238095238,,29577.0,45473.0,26926.0,43976.0,36000.0,Private
19131,philadelphia college of osteopathic medicine,philadelphia,PA,11.0,,,,,,,,,,185000.0,
19130,community college of philadelphia,philadelphia,PA,11.0,7798.0,,,0.121291718171,13306.0,,19070.0,10750.0,36448.0,32200.0,Public
16701,university of pittsburgh bradford,bradford,PA,33.0,8556.0,1168.0,0.9081,0.661782178218,16630.0,,29488.0,24250.0,61823.0,50000.0,Public
15601,university of pittsburgh greensburg,greensburg,PA,21.0,7565.0,1172.0,0.9792,0.661782178218,17034.0,,28514.0,24250.0,61823.0,50000.0,Public
15904,university of pittsburgh johnstown,johnstown,PA,23.0,7839.0,1158.0,0.959,0.661782178218,18952.0,,28501.0,24250.0,61823.0,50000.0,Public
15260,university of pittsburgh pittsburgh campus,pittsburgh,PA,11.0,11288.0,1371.0,0.497,0.661782178218,30074.0,,36707.0,24250.0,61823.0,50000.0,Public
16354,university of pittsburgh titusville,titusville,PA,32.0,7945.0,,0.4464,0.661782178218,13017.0,,24265.0,24250.0,61823.0,50000.0,Public
15122,pittsburgh institute of aeronautics,west mifflin,PA,21.0,4672.0,,,0.6875,,31389.0,35447.0,12230.0,57730.0,52700.0,Private
15206,pittsburgh institute of mortuary science inc,pittsburgh,PA,11.0,4119.0,,0.4898,0.590909090909,,,,19295.0,48656.0,41500.0,
15071,pittsburgh technical college,oakdale,PA,21.0,5739.0,,,0.597898758357,,25754.0,33969.0,17416.0,37591.0,34200.0,Private
15206,pittsburgh ological seminary,pittsburgh,PA,11.0,11119.0,,,,,,,,,,
15222,point park university,pittsburgh,PA,11.0,9278.0,1142.0,0.9788,0.359456635319,,24791.0,50133.0,27000.0,44369.0,38300.0,Private
17901,joseph f mccloskey school of nursing,pottsville,PA,32.0,,,,,,,,14400.0,79815.0,,
16601,salon professional academy altoona,altoona,PA,23.0,,,,0.675675675676,,20533.0,,6333.0,31775.0,,Private
19603,reading area community college,reading,PA,13.0,6484.0,,,0.077195467422,8039.0,,14368.0,8750.0,38587.0,32000.0,Public
19611,reading hospital school of health sciences,reading,PA,13.0,,,0.2041,0.630872483221,,18616.0,22775.0,20885.0,73733.0,54100.0,Private
19095,reconstructionist rabbinical college,wyncote,PA,21.0,7333.0,,,,,,,,,,
19104,walnut hill college,philadelphia,PA,11.0,5543.0,,0.95,0.484042553191,,33578.0,35489.0,18765.0,34814.0,32000.0,Private
15108,robert morris university,moon township,PA,21.0,13134.0,,0.9057,0.59696969697,,25747.0,51075.0,26950.0,58201.0,48000.0,Private
15205,rosedale technical college,pittsburgh,PA,21.0,5216.0,,0.7698,0.722972972973,,15372.0,28485.0,12000.0,49358.0,34400.0,Private
19010,rosemont college,rosemont,PA,21.0,6037.0,,0.7452,0.449494949495,,20356.0,36860.0,27000.0,49849.0,42600.0,Private
15940,saint francis university,loretto,PA,42.0,7602.0,1151.0,0.7689,0.675736961451,,19173.0,57515.0,27000.0,61527.0,52400.0,Private
19131,saint josephs university,philadelphia,PA,11.0,11172.0,1256.0,0.8639,0.725468577729,,35487.0,65513.0,25500.0,76633.0,58700.0,Private
15650,saint vincent college,latrobe,PA,21.0,8047.0,1120.0,0.591,0.708542713568,,23331.0,55082.0,27000.0,53120.0,44700.0,Private
15650,saint vincent seminary,latrobe,PA,21.0,6889.0,,,0.708542713568,,,,27000.0,53120.0,44700.0,
17931,schuylkill technology center,frackville,PA,32.0,,,,0.673913043478,5605.0,,,15275.0,48024.0,34700.0,Public
18510,university of scranton,scranton,PA,13.0,11098.0,1237.0,0.8435,0.710106382979,,30528.0,67795.0,27000.0,71098.0,56000.0,Private
15601,seton hill university,greensburg,PA,21.0,8126.0,1186.0,0.7579,0.548837209302,,22558.0,54634.0,27000.0,47063.0,41600.0,Private
15232,upmc shadyside school of nursing,pittsburgh,PA,11.0,,,0.6515,0.528735632184,,23601.0,26534.0,19666.0,70382.0,54300.0,Private
16146,sharon regional school of nursing,sharon,PA,31.0,,,,,,,,10990.0,61403.0,,
16148,laurel technical institute,hermitage,PA,41.0,5764.0,,0.9328,0.5,,9139.0,15122.0,10706.0,28715.0,17900.0,Private
17257,shippensburg university of pennsylvania,shippensburg,PA,31.0,11443.0,1090.0,0.8555,0.510992275698,23553.0,,29480.0,25000.0,50617.0,42200.0,Public
16057,slippery rock university of pennsylvania,slippery rock,PA,32.0,10392.0,1086.0,0.7462,0.631416837782,19524.0,,24781.0,25000.0,49185.0,40900.0,Public
19096,saint charles borromeo seminary overbrook,wynnewood,PA,21.0,4847.0,,1.0,,,38775.0,44853.0,,56045.0,,Private
15216,south hills beauty academy,pittsburgh,PA,21.0,,,,0.903846153846,,5948.0,,3431.0,25264.0,26300.0,Private
16801,south hills school of business&technology,state college,PA,13.0,4760.0,,0.992,0.695,,25192.0,32080.0,16000.0,36622.0,29000.0,Private
18015,st lukes hospital school of nursing,bethlehem,PA,21.0,,,,0.836538461538,,,,14000.0,79785.0,56600.0,
18360,beauty institute,stroudsburg,PA,31.0,,,,0.673469387755,,19554.0,,10830.0,22538.0,,Private
17870,susquehanna university,selinsgrove,PA,32.0,8845.0,1211.0,0.7871,0.740471869328,,26539.0,72563.0,27000.0,56149.0,47900.0,Private
19081,swarthmore college,swarthmore,PA,21.0,14517.0,1527.0,0.0694,0.858108108108,,18686.0,80014.0,17500.0,72890.0,56800.0,Private
17602,thaddeus stevens college of technology,lancaster,PA,13.0,9744.0,1120.0,0.5294,0.671945701357,9964.0,,17066.0,9990.0,48570.0,39500.0,Public
19131,talmudical yeshiva of philadelphia,philadelphia,PA,11.0,5106.0,,0.7551,,,10120.0,21600.0,,,,Private
19122,temple university,philadelphia,PA,11.0,12483.0,,0.8292,0.637422477689,29219.0,,39799.0,24395.0,59076.0,50300.0,Public
19422,ological seminary of  reformed episcopal church,blue bell,PA,21.0,3468.0,,,,,,,,,,
16125,thiel college,greenville,PA,32.0,7117.0,,0.706,0.42600896861,,22746.0,51346.0,27000.0,43971.0,37900.0,Private
19107,thomas jefferson university,philadelphia,PA,11.0,10265.0,1259.0,0.8614,0.657613967022,,28163.0,62110.0,14744.0,68761.0,79000.0,Private
15214,triangle tech inc pittsburgh,pittsburgh,PA,11.0,3916.0,,,0.55,,20789.0,27803.0,18084.0,41713.0,38800.0,Private
15601,triangle tech inc greensburg,greensburg,PA,21.0,3730.0,,,0.711627906977,,23919.0,27387.0,12000.0,51438.0,44000.0,Private
15840,triangle tech inc dubois,falls creek,PA,41.0,4272.0,,,0.803680981595,,20698.0,27266.0,12000.0,46436.0,39900.0,Private
15003,trinity episcopal school for ministry,ambridge,PA,21.0,7987.0,,,,,,,,,,
19426,ursinus college,collegeville,PA,21.0,9296.0,1304.0,0.8737,0.648318042813,,30485.0,75378.0,27000.0,60517.0,50700.0,Private
19460,university of valley forge,phoenixville,PA,21.0,6189.0,,0.7816,0.327402135231,,27499.0,43134.0,27000.0,38446.0,32400.0,Private
19087,valley forge military college,wayne,PA,21.0,4990.0,,,0.275449101796,,20857.0,51175.0,9500.0,45508.0,38200.0,Private
19079,venus beauty academy,sharon hill,PA,21.0,,,,0.459016393443,,18536.0,,7388.0,25305.0,21300.0,Private
19085,villanova university,villanova,PA,21.0,13462.0,1466.0,0.2512,0.860553963706,,44876.0,80866.0,25874.0,94574.0,75900.0,Private
15301,washington health system school of nursing,washington,PA,21.0,,,,,,,,14750.0,52722.0,51700.0,
15301,washington&jefferson college,washington,PA,21.0,8335.0,,0.8154,0.759643916914,,25544.0,65117.0,27000.0,62758.0,53700.0,Private
15370,waynesburg university,waynesburg,PA,32.0,7092.0,1114.0,0.9169,0.602739726027,,25157.0,42526.0,27000.0,54915.0,48200.0,Private
18109,welder training and testing institute,allentown,PA,12.0,,,,0.68085106383,,24740.0,,,54485.0,43600.0,Private
19383,west chester university of pennsylvania,west chester,PA,21.0,10737.0,1184.0,0.792,0.089538739825,22673.0,,27559.0,23500.0,58013.0,44400.0,Public
15224,western pennsylvania hospital school of nursing,pittsburgh,PA,11.0,,,0.9643,,,19666.0,25326.0,13838.0,78537.0,53700.0,Private
16172,westminster college,new wilmington,PA,42.0,7484.0,,0.8551,0.621908127208,,20800.0,51808.0,26060.0,50204.0,45100.0,Private
19038,westminster ological seminary,glenside,PA,21.0,9013.0,,,,,,,,,,
15697,westmoreland county community college,youngwood,PA,21.0,7260.0,,,,6356.0,,10592.0,11000.0,36360.0,32000.0,Public
19013,widener university,chester,PA,21.0,8665.0,1170.0,0.8402,0.651416122004,,30470.0,68305.0,27000.0,65135.0,53600.0,Private
18766,wilkes university,wilkes-barre,PA,13.0,9425.0,1134.0,0.9146,0.565217391304,,27700.0,56956.0,26000.0,64570.0,54000.0,Private
19063,williamson college of  trades,media,PA,21.0,7586.0,,0.2992,,,1421.0,37921.0,,,,Private
17201,wilson college,chambersburg,PA,13.0,7076.0,1020.0,0.8998,0.502487562189,,21241.0,38932.0,26328.0,39356.0,32200.0,Private
18505,yeshivath beth moshe,scranton,PA,13.0,6644.0,,1.0,,,6349.0,18100.0,,,,Private
17403,york college of pennsylvania,york,PA,22.0,9470.0,1135.0,0.942,0.608556149733,,19685.0,35806.0,26000.0,55342.0,47300.0,Private
17402,yti career institute york,york,PA,22.0,4559.0,,,0.659658344284,,17758.0,,13426.0,38187.0,33200.0,Private
2912,brown university,providence,RI,12.0,17335.0,1546.0,0.0523,0.909233176839,,26572.0,84986.0,11428.0,84208.0,76500.0,Private
2917,bryant university,smithfield,RI,21.0,14517.0,1263.0,0.6565,0.851794071763,,40846.0,67926.0,26849.0,88274.0,66800.0,Private
2903,johnson&wales university providence,providence,RI,12.0,10490.0,1107.0,0.837,0.512580877067,,32478.0,58330.0,26000.0,40078.0,37600.0,Private
2818,new england institute of technology,east greenwich,RI,21.0,7310.0,,0.7273,0.437162683115,,36906.0,48445.0,16668.0,54535.0,41200.0,Private
2860,new england tractor trailer training school of rhode island,pawtucket,RI,21.0,,,,0.705349048051,,15411.0,,6333.0,52426.0,38800.0,Private
2918,providence college,providence,RI,12.0,11738.0,1342.0,0.4872,0.831189710611,,45538.0,76667.0,27000.0,73021.0,60400.0,Private
2908,rhode island college,providence,RI,21.0,11527.0,1010.0,0.8109,0.441291040623,10988.0,,18490.0,20500.0,47149.0,40700.0,Public
2886,community college of rhode island,warwick,RI,13.0,7547.0,,,0.158240647118,5240.0,,11358.0,10920.0,38768.0,31700.0,Public
2881,university of rhode island,kingston,RI,21.0,10693.0,1176.0,0.7707,0.655172413793,19899.0,,32584.0,22250.0,65323.0,50700.0,Public
2903,rhode island school of design,providence,RI,12.0,11043.0,1480.0,0.1381,0.828193832599,,46253.0,78857.0,27000.0,58975.0,49200.0,Private
2809,roger williams university,bristol,RI,21.0,13085.0,1228.0,0.8778,0.658757062147,,38123.0,60180.0,26940.0,62340.0,49500.0,Private
2840,salve regina university,newport,RI,21.0,9068.0,1236.0,0.6991,0.733870967742,,35682.0,67612.0,27000.0,58800.0,54200.0,Private
2903,empire beauty school warwick,providence,RI,12.0,,,,0.512385919166,,19633.0,,10231.0,22517.0,20900.0,Private
1835,northpoint bible college,haverhill,MA,21.0,4879.0,,,0.377192982456,,27662.0,34411.0,25000.0,35126.0,29900.0,Private
29829,aiken technical college,graniteville,SC,21.0,6442.0,,,0.18485237484,5350.0,,12798.0,12250.0,35074.0,28900.0,Public
29204,allen university,columbia,SC,12.0,5295.0,,0.3212,0.224576271186,,11081.0,24804.0,34290.0,26980.0,23300.0,Private
29621,anderson university,anderson,SC,13.0,7485.0,1190.0,0.5281,0.58174386921,,28183.0,47724.0,26700.0,45202.0,35300.0,Private
29406,charleston sourn university,charleston,SC,12.0,6003.0,1056.0,0.7609,0.430178069353,,21955.0,43989.0,26471.0,43795.0,36300.0,Private
29901,technical college of  lowcountry,beaufort,SC,13.0,6431.0,,,0.146226415094,5903.0,,15086.0,10000.0,33236.0,28700.0,Public
29204,benedict college,columbia,SC,12.0,7165.0,910.0,0.673,0.198167239404,,17781.0,29921.0,32500.0,28081.0,23600.0,Private
29614,bob jones university,greenville,SC,13.0,6503.0,,,0.58413926499,,17529.0,34770.0,16585.0,40886.0,35900.0,Private
29630,sourn wesleyan university,central,SC,22.0,4834.0,1106.0,1.0,0.497126436782,,19968.0,38739.0,26000.0,42347.0,43800.0,Private
29420,charleston cosmetology institute,charleston,SC,12.0,,,,0.688524590164,,15686.0,,5655.0,21057.0,24000.0,Private
29424,college of charleston,charleston,SC,12.0,10065.0,1238.0,0.72,0.607216494845,19518.0,,30731.0,23250.0,50232.0,43100.0,Public
29649,charzanne beauty college,greenwood,SC,32.0,,,,,,14042.0,,9000.0,17707.0,20800.0,Private
29520,norastern technical college,cheraw,SC,41.0,5544.0,,,0.099337748344,7833.0,,15290.0,,28914.0,26700.0,Public
29409,citadel military college of south carolina,charleston,SC,12.0,9825.0,1184.0,0.9809,0.685483870968,21002.0,,31943.0,21096.0,67667.0,52500.0,Public
29115,claflin university,orangeburg,SC,32.0,7650.0,,0.7255,0.414721723519,,21232.0,33538.0,29000.0,36336.0,28500.0,Private
29634,clemson university,clemson,SC,22.0,11744.0,1341.0,0.3805,0.722496473907,22112.0,,34494.0,21500.0,65822.0,53900.0,Public
29730,clinton college,rock hill,SC,13.0,5695.0,,,0.285714285714,,14501.0,23222.0,28987.0,24043.0,16600.0,Private
29550,coker university,hartsville,SC,32.0,6535.0,,0.9723,0.417098445596,,18045.0,44355.0,26000.0,39450.0,31700.0,Private
29203,columbia international university,columbia,SC,12.0,6098.0,,0.9758,0.591549295775,,21660.0,40183.0,20000.0,38912.0,29400.0,Private
29203,columbia college,columbia,SC,12.0,6671.0,,0.9579,0.50918196995,,23650.0,37840.0,22750.0,40843.0,31700.0,Private
29302,converse university,spartanburg,SC,13.0,6381.0,1124.0,0.64,0.457489878543,,19712.0,35669.0,27000.0,36478.0,29500.0,Private
29042,denmark technical college,denmark,SC,43.0,5877.0,,,0.130597014925,20601.0,,25892.0,15250.0,19454.0,18100.0,Public
29639,erskine college,due west,SC,42.0,5399.0,,0.6056,0.344262295082,,22018.0,54484.0,27000.0,43562.0,36600.0,Private
29501,florence darlington technical college,florence,SC,41.0,6302.0,,,0.098186366479,598.0,,10497.0,12250.0,28766.0,27700.0,Public
29506,francis marion university,florence,SC,41.0,8407.0,1039.0,0.8223,0.358817533129,13451.0,,22944.0,27000.0,38848.0,35100.0,Public
29613,furman university,greenville,SC,21.0,10403.0,1364.0,0.5257,0.680981595092,,29997.0,73760.0,23250.0,57288.0,50500.0,Private
29606,greenville technical college,greenville,SC,13.0,6144.0,,,0.132162661738,6246.0,,13925.0,15392.0,36871.0,31900.0,Public
29526,horry georgetown technical college,conway,SC,13.0,6794.0,,,0.243131156039,3719.0,,12391.0,14250.0,33162.0,29000.0,Public
29841,kenneth shuler school of cosmetology north augusta,north augusta,SC,21.0,,,,0.55601659751,,17947.0,,8661.0,21648.0,18300.0,Private
29210,kenneth shuler school of cosmetology and nails columbia,columbia,SC,21.0,,,,0.598337950139,,16640.0,,5858.0,23376.0,20400.0,Private
29649,lander university,greenwood,SC,32.0,7140.0,1057.0,0.6792,0.441860465116,14501.0,,26069.0,25000.0,40190.0,34900.0,Public
29340,limestone university,gaffney,SC,32.0,6294.0,,0.9828,0.274611398964,,20415.0,40944.0,27639.0,43792.0,37100.0,Private
29425,medical university of south carolina,charleston,SC,12.0,11192.0,,,,,,,15000.0,89038.0,103400.0,
29170,midlands technical college,west columbia,SC,21.0,6795.0,,,0.084558823529,5462.0,,12709.0,12000.0,35346.0,31200.0,Public
29150,morris college,sumter,SC,13.0,4245.0,,,0.228758169935,,20375.0,29585.0,31400.0,30289.0,24100.0,Private
29108,newberry college,newberry,SC,32.0,6566.0,1008.0,0.748,0.487341772152,,20351.0,44240.0,26805.0,43553.0,36400.0,Private
29688,north greenville university,tigerville,SC,41.0,6257.0,1176.0,0.6278,0.501706484642,,20612.0,40599.0,23082.0,41670.0,32600.0,Private
29118,orangeburg calhoun technical college,orangeburg,SC,32.0,6318.0,,,0.147994467497,6119.0,,14964.0,10562.0,33309.0,27700.0,Public
29646,piedmont technical college,greenwood,SC,32.0,5987.0,,,0.222908093278,10862.0,,20438.0,15000.0,33331.0,28900.0,Public
29325,presbyterian college,clinton,SC,32.0,7976.0,1214.0,0.7234,0.542857142857,,20899.0,57271.0,26000.0,54728.0,44200.0,Private
29801,university of south carolina aiken,aiken,SC,21.0,7960.0,1063.0,0.7972,0.385681293303,11611.0,,20922.0,24275.0,43669.0,37200.0,Public
29909,university of south carolina beaufort,bluffton,SC,31.0,8243.0,,0.6918,0.325077399381,15309.0,,23796.0,24000.0,43141.0,35200.0,Public
29208,university of south carolina,columbia,SC,12.0,12094.0,1297.0,0.6149,0.71096345515,24532.0,,32840.0,21500.0,57722.0,49900.0,Public
29720,university of south carolina lancaster,lancaster,SC,32.0,7578.0,,0.7585,0.206214689266,9735.0,,18467.0,9616.0,36835.0,,Public
29810,university of south carolina salkehatchie,allendale,SC,43.0,6806.0,,0.7629,0.222222222222,12395.0,,20402.0,11000.0,30126.0,27700.0,Public
29150,university of south carolina sumter,sumter,SC,13.0,7387.0,,0.7626,0.180769230769,9283.0,,18335.0,9250.0,41313.0,32600.0,Public
29379,university of south carolina union,union,SC,32.0,7215.0,,0.6989,0.13986013986,11125.0,,19480.0,11000.0,34663.0,28400.0,Public
29526,coastal carolina university,conway,SC,13.0,8782.0,1128.0,0.8019,0.467395264117,13742.0,,26050.0,23750.0,44747.0,39900.0,Public
29117,south carolina state university,orangeburg,SC,32.0,7917.0,,0.8173,0.263502454992,18268.0,,29957.0,31000.0,34470.0,29800.0,Public
29303,university of south carolina upstate,spartanburg,SC,22.0,8140.0,1082.0,0.6961,0.511897498475,13725.0,,24565.0,22310.0,46601.0,39600.0,Public
29316,sherman college of chiropractic,spartanburg,SC,22.0,7629.0,,,,,,,,,45900.0,
29301,spartanburg methodist college,spartanburg,SC,22.0,5965.0,,0.814,0.329355608592,,16295.0,32965.0,12000.0,38875.0,30800.0,Private
29303,spartanburg community college,spartanburg,SC,22.0,6541.0,,,0.213668499607,6531.0,,15031.0,6500.0,35589.0,29400.0,Public
29150,central carolina technical college,sumter,SC,13.0,5651.0,,,0.159259259259,5027.0,,13295.0,9977.0,31180.0,27500.0,Public
29670,tri county technical college,pendleton,SC,22.0,6058.0,,,0.180072028812,5807.0,,16879.0,9000.0,39366.0,29800.0,Public
29423,trident technical college,charleston,SC,12.0,6593.0,,,0.009977470229,-3220.0,,11453.0,13029.0,35256.0,31900.0,Public
29042,voorhees university,denmark,SC,43.0,5022.0,,,0.292857142857,,15411.0,25793.0,26700.0,30728.0,27100.0,Private
29556,williamsburg technical college,kingstree,SC,32.0,5285.0,,,,6055.0,,14074.0,,28521.0,23500.0,Public
29733,winthrop university,rock hill,SC,13.0,8735.0,1132.0,0.7506,0.546539379475,16353.0,,30275.0,26975.0,42584.0,35600.0,Public
29303,wofford college,spartanburg,SC,13.0,8992.0,1297.0,0.5859,0.769811320755,,28984.0,69601.0,25732.0,61865.0,54000.0,Private
29730,york technical college,rock hill,SC,13.0,6285.0,,,0.220986796386,4657.0,,15399.0,7000.0,35612.0,27800.0,Public
57197,augustana university,sioux falls,SD,12.0,7514.0,1187.0,0.5925,0.684745762712,,24723.0,53169.0,25000.0,53484.0,42400.0,Private
57701,salon professional academy,rapid city,SD,13.0,,,,0.491525423729,,15357.0,,8500.0,24506.0,21700.0,Private
57799,black hills state university,spearfish,SD,32.0,8111.0,1050.0,0.9443,0.285894206549,17001.0,,21343.0,26000.0,42393.0,35900.0,Public
57042,dakota state university,madison,SD,32.0,9722.0,1129.0,0.9787,0.338187702265,19725.0,,24447.0,23500.0,46966.0,39700.0,Public
57301,dakota wesleyan university,mitchell,SD,33.0,6766.0,,0.7277,0.518367346939,,19300.0,42473.0,27000.0,51754.0,37500.0,Private
57701,paul mitchell  school rapid city,rapid city,SD,13.0,,,,0.606557377049,,21014.0,,7917.0,25044.0,20700.0,Private
57201,lake area technical college,watertown,SD,33.0,7462.0,,,0.717270194986,14826.0,,18239.0,12000.0,45724.0,36200.0,Public
57117,avera mckennan hospital school of radiologic technology,sioux falls,SD,12.0,,,,,,,,,,,
57301,mitchell technical college,mitchell,SD,33.0,7510.0,,,0.737100737101,13650.0,,16241.0,12000.0,47285.0,41500.0,Public
57078,mount marty university,yankton,SD,33.0,7439.0,1120.0,0.4814,0.522875816993,,23295.0,45209.0,26396.0,48714.0,38700.0,Private
57701,national american university rapid city,rapid city,SD,13.0,,,,0.177637795276,,22086.0,29232.0,29020.0,31950.0,34900.0,Private
57105,kairos university,sioux falls,SD,12.0,6201.0,,0.7429,,,,,,,,
57401,norrn state university,aberdeen,SD,33.0,8385.0,1090.0,0.9279,0.303664921466,17094.0,,22223.0,22320.0,42830.0,37000.0,Public
57752,oglala lakota college,kyle,SD,43.0,6848.0,,,0.078651685393,2065.0,,9841.0,,21526.0,19400.0,Public
57078,avera sacred heart hospital,yankton,SD,33.0,,,,,,,,,,,
57701,south dakota school of mines and technology,rapid city,SD,13.0,10878.0,1245.0,0.8525,0.368298368298,20380.0,,24865.0,27000.0,66297.0,61100.0,Public
57007,south dakota state university,brookings,SD,33.0,9855.0,1121.0,0.9871,0.448049101271,18219.0,,22761.0,23250.0,52417.0,45600.0,Public
57555,sinte gleska university,mission,SD,43.0,4699.0,,,,7075.0,,15533.0,,25218.0,18900.0,Public
57105,university of sioux falls,sioux falls,SD,12.0,7050.0,,0.8208,0.589928057554,,20874.0,32728.0,23249.0,51245.0,41600.0,Private
57117,sanford medical center,sioux falls,SD,12.0,,,,,,,,,,,
57262,sisseton wahpeton college,sisseton,SD,43.0,5427.0,,,,3050.0,,9887.0,,28455.0,19200.0,Public
57107,souast technical college,sioux falls,SD,12.0,7154.0,,,0.476253298153,17165.0,,20880.0,12000.0,46398.0,38100.0,Public
57104,stewart school,sioux falls,SD,12.0,,,,0.850746268657,,16329.0,,6864.0,32702.0,21400.0,Private
57069,university of south dakota,vermillion,SD,32.0,9163.0,1122.0,0.9895,0.443553774215,19155.0,,23544.0,23592.0,51509.0,44500.0,Public
57703,western dakota technical college,rapid city,SD,13.0,6714.0,,,0.427917620137,14631.0,,20885.0,15000.0,37962.0,32900.0,Public
37207,american baptist college,nashville,TN,11.0,5167.0,,,0.232558139535,,19294.0,27241.0,,32200.0,,Private
38358,arnolds beauty school,milan,TN,32.0,,,,0.710526315789,,10343.0,,,22201.0,17800.0,Private
37371,tennessee college of applied technology ans,athens,TN,32.0,,,,0.7109375,3720.0,,,,38607.0,29200.0,Public
37044,austin peay state university,clarksville,TN,12.0,8879.0,1050.0,0.9595,0.318199763127,14846.0,,26790.0,20547.0,41659.0,35000.0,Public
38104,baptist health sciences university,memphis,TN,11.0,7254.0,1050.0,0.6776,0.591065292096,,13401.0,21438.0,29500.0,63611.0,55100.0,Private
37212,belmont university,nashville,TN,11.0,10135.0,1277.0,0.9636,0.648296593186,,32096.0,60480.0,20500.0,50319.0,44700.0,Private
38201,bel university,mckenzie,TN,32.0,3055.0,1035.0,0.9717,0.247252747253,,21803.0,32270.0,27249.0,43085.0,39800.0,Private
37321,bryan college dayton,dayton,TN,32.0,6382.0,,,0.362934362934,,16494.0,29541.0,23000.0,49262.0,42500.0,Private
